section name,section type,size
.text.pb_dec_svarint,text,116
.text.pb_decode_fixed32,text,24
.text.pb_dec_fixed32,text,6
.text.pb_decode_fixed64,text,26
.text.pb_dec_fixed64,text,6
.rodata.PB_DECODERS,rodata,40
.rodata.decode_field.str1.1,rodata,34
.rodata.pb_dec_fixed_length_bytes.str1.1,rodata,49
.rodata.pb_dec_string.str1.1,rodata,49
.rodata.pb_dec_submessage.str1.1,rodata,25
.rodata.pb_dec_uvarint.str1.1,rodata,36
.rodata.pb_decode_noinit.str1.1,rodata,56
.rodata.pb_decode_varint32_eof.str1.1,rodata,16
.rodata.pb_make_string_substream.str1.1,rodata,24
.rodata.pb_readbyte.str1.1,rodata,23
.rodata.pb_skip_field.str1.1,rodata,18
.text.buf_write,text,26
.text.pb_check_proto3_default_value,text,164
.text.pb_ostream_from_buffer,text,24
.text.pb_write,text,72
.text.pb_encode_varint,text,80
.text.pb_enc_uvarint,text,60
.text.pb_enc_varint,text,64
.text.pb_encode_svarint,text,28
.text.pb_enc_svarint,text,64
.text.pb_encode_fixed32,text,42
.text.pb_enc_fixed32,text,6
.text.pb_encode_fixed64,text,90
.text.pb_enc_fixed64,text,6
.text.pb_encode_tag,text,40
.text.pb_encode_tag_for_field,text,68
.text.encode_field,text,496
.text.pb_encode,text,104
.text.pb_get_encoded_size,text,40
.text.pb_encode_string,text,32
.text.pb_enc_fixed_length_bytes,text,10
.text.pb_enc_string,text,44
.text.pb_enc_bytes,text,60
.text.pb_encode_submessage,text,152
.text.pb_enc_submessage,text,52
.rodata.PB_ENCODERS,rodata,40
.rodata.encode_field.str1.1,rodata,24
.rodata.pb_enc_bytes.str1.1,rodata,20
.rodata.pb_enc_submessage.str1.1,rodata,25
.rodata.pb_enc_uvarint.str1.1,rodata,18
.rodata.pb_encode_submessage.str1.1,rodata,20
.rodata.pb_encode_tag_for_field.str1.1,rodata,19
.rodata.pb_write.str1.1,rodata,12
.text.pbDecStringCallback,text,20
.text.pbEncStringCallback,text,28
.text.pbEncArrayCallback,text,52
.text.pbDecArrayCallback,text,34
.text.pbEncodeToMem,text,70
.text._dataIndNotify,text,160
.text.sys_post_event_to_APP,text,144
.text.sys_post_event_to_APS,text,44
.text.sys_post_DNSevent_to_APP,text,128
.text.sys_post_ICMPevent_to_APP,text,128
.text.lwip_tcp_event,text,396
.text.CFW_PostCloseRSP,text,152
.text.CFW_PostConnectRSP,text,100
.text.CFW_PostBearerLosingInd,text,120
.text.CFW_TcpipAvailableBuffer,text,4
.text.CFW_TcpipSocketEX,text,120
.text.CFW_TcpipSocketConnect,text,48
.text.CFW_TcpipSocketSend,text,40
.text.CFW_TcpipSocketRecvfrom,text,36
.text.CFW_TcpipSocketRecv,text,16
.text.CFW_TcpipSocketClose,text,172
.text.CFW_TcpipSocketSendto,text,50
.text.CFW_TcpipSocketBind,text,26
.text.CFW_GethostbynameEX,text,68
.text.CFW_get_Netif_dataCount,text,132
.rodata._dataIndNotify.str1.1,rodata,101
.rodata.sys_post_event_to_APP.str1.1,rodata,47
.text.drvEtherTxReqAlloc,text,16
.text.drvEtherTxReqSubmit,text,44
.text.drvEtherTxReqFree,text,10
.text.isDhcpPackage,text,272
.text.dhcps_reply,text,1476
.text.isARPPackage,text,44
.text.ARP_reply,text,268
.rodata.ARP_reply.str1.1,rodata,51
.rodata.dhcp_ack,rodata,328
.rodata.dhcp_nak,rodata,328
.rodata.dhcp_offer,rodata,328
.rodata.dhcps_reply.str1.1,rodata,295
.rodata.isARPPackage.str1.1,rodata,13
.rodata.isDhcpPackage.str1.1,rodata,134
.text.prvSysTimerSetLocked,text,148
.text.sys_get_srand,text,36
.text.sys_sem_new,text,28
.text.sys_sem_free,text,10
.text.sys_sem_signal,text,10
.text.sys_arch_sem_wait,text,20
.text.sys_sem_valid,text,6
.text.sys_sem_set_invalid,text,6
.text.sys_mutex_new,text,14
.text.sys_mutex_lock,text,6
.text.sys_mutex_unlock,text,6
.text.prvSysTimerProcess,text,96
.text.sys_mbox_new,text,30
.text.sys_mbox_free,text,18
.text.sys_mbox_trypost,text,34
.text.sys_arch_mbox_tryfetch,text,20
.text.sys_mbox_valid,text,6
.text.sys_mbox_set_invalid,text,6
.text.sys_arch_printf,text,32
.text.sys_arch_dump,text,32
.text.sys_now,text,8
.text.sys_arch_mbox_fetch,text,52
.text.sys_timeout,text,156
.text.sys_untimeout,text,76
.text.sys_init,text,52
.text.isNeighborSolicitationPackage,text,64
.text.neighborAdvertisement_reply,text,624
.text.ND6_isDhcp6infoReqPackage,text,192
.text.ND6_Dhcp6_Info_req_reply,text,780
.text.ND6_isRAPackage,text,48
.text.ND6_RA_reply,text,388
.text.Dhcp6_Info_req_reply,text,748
.rodata.ND6_Dhcp6_Info_req_reply.str1.1,rodata,48
.rodata.ND6_isDhcp6infoReqPackage.str1.1,rodata,127
.rodata.ND6_isRAPackage.str1.1,rodata,22
.rodata.Neighbor_advertisement,rodata,72
.rodata.dhcpv6_info_reply,rodata,240
.text.drvEtherNetUp,text,16
.text.prvNdevSessionCreate,text,184
.text.prvNdevSessionDelete,text,64
.text.prvPsDataToNdev,text,24
.text.prvNdevProcessPsData,text,268
.text.prvEthUploadDataCB,text,376
.text.prvEthEventCB,text,148
.text.netdevDisconnect,text,128
.text.netdevNetUp,text,156
.text.netdevNetDown,text,116
.text.netdevIsConnected,text,12
.text.netdevExit,text,60
.text.netdevInit,text,60
.rodata.__FUNCTION__.54435,rodata,21
.rodata.netdevDisconnect.str1.1,rodata,69
.rodata.netdevNetUp.str1.1,rodata,47
.rodata.prvEthUploadDataCB.str1.1,rodata,33
.rodata.prvNdevProcessPsData.str1.1,rodata,35
.rodata.prvNdevSessionCreate.str1.1,rodata,54
.text.nat_lan_netdev_data_output,text,4
.text.netif_gprs_nat_lan_ndev_init,text,32
.text.prvNdevLanSessionCreate,text,356
.text.wan_to_netdev_lan_datainput,text,268
.text.prvNdevLanSessionDelete,text,120
.text.prvEthLanUploadDataCB,text,628
.text.netdevLanDisconnect,text,56
.text.netdevLanNetUp,text,120
.text.netdevLanNetDown,text,112
.rodata.netdevLanDisconnect.str1.1,rodata,22
.rodata.netdevLanNetDown.str1.1,rodata,28
.rodata.netdevLanNetUp.str1.1,rodata,50
.rodata.prvEthLanUploadDataCB.str1.1,rodata,208
.rodata.prvNdevLanSessionCreate.str1.1,rodata,43
.rodata.prvNdevLanSessionDelete.str1.1,rodata,102
.rodata.wan_to_netdev_lan_datainput.str1.1,rodata,56
.text.netif_gprs_init,text,36
.text.lwip_pspathDataInput,text,60
.text.data_output,text,188
.text.gprs_data_ipc_to_lwip,text,232
.text.TCPIP_netif_create,text,580
.text.TCPIP_netif_destory,text,136
.text.netif_gprs_nat_lan_lwip_init,text,36
.text.nat_lan_lwip_data_output,text,176
.text.nat_lan_lwip_tcpip_input,text,46
.text.TCPIP_nat_lan_lwip_netif_create,text,664
.text.TCPIP_nat_lan_lwip_available_netif_destory,text,176
.text.TCPIP_nat_lan_lwip_netif_destory,text,160
.text.netif_setup_lwip_lanOnly,text,2
.rodata.TCPIP_nat_lan_lwip_available_netif_destory.str1.1,rodata,123
.rodata.TCPIP_nat_lan_lwip_netif_create.str1.1,rodata,247
.rodata.__FUNCTION__.16271,rodata,43
.rodata.nat_lan_lwip_data_output.str1.1,rodata,71
.text.netif_gprs_nat_wan_init,text,36
.text.lwip_nat_wan_pspathDataInput,text,60
.text.nat_wan_data_output,text,176
.text.gprs_data_ipc_to_lwip_nat_wan,text,504
.text.TCPIP_nat_wan_netif_create,text,372
.text.TCPIP_nat_wan_netif_destory,text,136
.text.ip4_wan_forward,text,120
.rodata.TCPIP_nat_wan_netif_create.str1.1,rodata,225
.rodata.TCPIP_nat_wan_netif_destory.str1.1,rodata,34
.rodata.gprs_data_ipc_to_lwip_nat_wan.str1.1,rodata,147
.rodata.ip4_wan_forward.str1.1,rodata,34
.rodata.lwip_nat_wan_pspathDataInput.str1.1,rodata,102
.text.net_thread,text,404
.text.netGetTaskID,text,12
.text.net_init,text,60
.rodata.net_init.str1.1,rodata,4
.rodata.net_thread.str1.1,rodata,28
.text.getGprsNetIf,text,40
.text.getPPPNetIf,text,12
.text.getGprsWanNetIf,text,12
.text.ip4_src_route,text,44
.text.isDhcp6infoReqPackage,text,200
.text.pppDhcp6_Info_req_reply,text,768
.text.isRAPackage,text,56
.text.RA_reply,text,396
.rodata.isDhcp6infoReqPackage.str1.1,rodata,180
.rodata.isRAPackage.str1.1,rodata,22
.rodata.pppDhcp6_Info_req_reply.str1.1,rodata,116
.text.netif_gprs_nat_lan_ppp_init,text,36
.text.pppos_output_cb,text,16
.text._psIntfCB,text,22
.text.wan_to_ppp_lan_datainput,text,252
.text.pppos_linkstate_cb,text,52
.text._psIntfWrite,text,172
.text._psIntfRead,text,312
.text._ppp_lan_data_pull,text,280
.text._setPppAddress,text,260
.text._pppAuthActDone,text,720
.text._pppAuthActReq,text,820
.text._pppAuthActRsp,text,228
.text._ppp_read_notify_timeout,text,44
.text.nat_lan_ppp_data_output,text,316
.text._pppAuthAttRsp,text,96
.text.ppp_ip_output,text,68
.text.ppp_StartGprs,text,32
.text.pppAuthDoActive,text,144
.text.ppp_notify_phase_cb,text,124
.text.pppSessionInput,text,84
.text.pppSessionCreate,text,388
.text.pppSessionClose,text,68
.text.pppSessionDelete,text,628
.text.pppSessionDeleteByNetifDestoryed,text,148
.text._pppDeactiveRsp,text,128
.text.getPppSessionActAttUTI,text,36
.text.quec_ppp_close_in_dialing,text,24
.rodata._pppAuthActDone.str1.1,rodata,67
.rodata._pppAuthActReq.str1.1,rodata,328
.rodata._pppAuthActRsp.str1.1,rodata,71
.rodata._pppAuthAttRsp.str1.1,rodata,28
.rodata._ppp_lan_data_pull.str1.1,rodata,77
.rodata._ppp_read_notify_timeout.str1.1,rodata,66
.rodata._psIntfRead.str1.1,rodata,46
.rodata._setPppAddress.str1.1,rodata,52
.rodata.getPppSessionActAttUTI.str1.1,rodata,33
.rodata.nat_lan_ppp_data_output.str1.1,rodata,152
.rodata.pppAuthDoActive.str1.1,rodata,51
.rodata.pppSessionCreate.str1.1,rodata,32
.rodata.ppp_ip_output.str1.1,rodata,14
.rodata.ppp_notify_phase_cb.str1.1,rodata,99
.rodata.wan_to_ppp_lan_datainput.str1.1,rodata,181
.text.prvWriteNvDirect.constprop.1,text,100
.text.prvReadNvDirect.constprop.2,text,60
.text.prvReadItem,text,204
.text.prvWriteItem,text,236
.text.nvmInit,text,32
.text.nvmGetIdFromFileName,text,48
.text.nvmReadItem,text,6
.text.nvmWriteItem,text,6
.text.nvmWriteFixedItem,text,6
.text.nvmReadPhasecheck,text,28
.text.nvmWritePhaseCheck,text,28
.text.nvmReadImei,text,106
.text.nvmWriteImei,text,136
.text.nvmReadSN,text,110
.text.nvmWriteSN,text,82
.text.nvmReadAudioCodec,text,12
.text.nvmWriteAudioCodec,text,12
.rodata.gNvDesc,rodata,496
.rodata.nvmClearFactory.str1.1,rodata,9
.rodata.nvmInit.str1.1,rodata,21
.rodata.nvmReadPhasecheck.str1.1,rodata,24
.rodata.nvmWriteImei.str1.1,rodata,23
.rodata.prvReadItem.str1.1,rodata,23
.rodata.prvWriteNvDirect.constprop.1.str1.1,rodata,18
.text.nvmMigration,text,288
.rodata.nvmMigration.str1.1,rodata,249
.text.prvRecordAllocLocked,text,60
.text.prvBlockFillTailPattern,text,18
.text.prvPoolRegisterLocked,text,56
.text.prvBlockListAddLocked,text,90
.text.prvBlockFindFreeLocked,text,96
.text.prvBlockMarkUsedLocked.isra.1,text,32
.text.prvBlockConstructFreeLocked,text,68
.text.prvBlockSplitRightLocked,text,44
.text.prvBlockSplitLeftLocked,text,80
.text.prvBlockListRemoveLocked,text,68
.text.prvBlockMallocLocked,text,84
.text.prvBlockMemalignLocked,text,154
.text.prvFree.part.5,text,352
.text.prvPoolMalloc,text,190
.text.prvPoolRealloc,text,388
.text.osiMemSetCaller,text,16
.text.osiMemRefCount,text,12
.text.osiMemRef,text,50
.text.osiPoolSetDefault,text,16
.text.osiFixedPoolInit,text,162
.text.osiBlockPoolInit,text,308
.text.osiMemAllocSize,text,52
.text.osiMalloc,text,76
.text.osiCalloc,text,88
.text.osiRealloc,text,104
.text.osiMemalign,text,64
.text.osiFree,text,18
.text.osiMemPoolStat,text,120
.text.osiChipTimerReload,text,48
.text.prvPeriodicNextLocked,text,86
.text.prvIsrTimerInit,text,56
.text.prvThreadTimerInit,text,56
.text.prvOstickHandler,text,28
.text.prvTimerDump,text,152
.text.prvTimerWakeupTickLocked.isra.4,text,172
.text.prvUpdateTimerIntrLocked.constprop.12,text,92
.text.prvInsertTimerLocked.isra.3,text,80
.text.prvTimerISR,text,204
.text.prvUpdateThreadTimerLocked.part.6.constprop.11,text,164
.text.prvUpdateThreadTimerLocked.constprop.10,text,16
.text.prvTimerWork,text,252
.text.prvTimerStartOneshotLocked,text,120
.text.prvTimerStartPeriodicLocked,text,148
.text.osiTimerSize,text,4
.text.osiTimerCreate,text,54
.text.osiTimerCreateStatic,text,66
.text.osiTimerCreateWork,text,42
.text.osiTimerSetCallback,text,144
.text.osiTimerDelete,text,100
.text.osiTimerGetCbx,text,20
.text.osiTimerIsRunning,text,6
.text.osiTimerStart,text,50
.text.osiTimerStartRelaxed,text,66
.text.osiTimerStartMicrosecond,text,50
.text.osiTimerStartPeriodic,text,64
.text.osiTimerStartPeriodicRelaxed,text,82
.text.osiTimerStop,text,128
.text.osiTimerEventInvoke,text,160
.text.osiTimerPsmWakeUpTime,text,72
.text.osiTimerDeepSleepTime,text,76
.text.osiTimerLightSleep,text,152
.text.osiTimerWakeupProcess,text,100
.text.osiTimerInit,text,180
.text.osiTickInit,text,60
.text.osiOSTickEnable,text,52
.text.osiTimerDump,text,208
.rodata.osiTimerInit.str1.1,rodata,7
.text.prvAllocBuf,text,150
.text.osiBlockedFifoReset,text,60
.text.osiBlockedFifoCreate,text,140
.text.osiBlockedFifoDelete,text,4
.text.osiBlockedFifoIsEmpty,text,10
.text.osiBlockedFifoIsFull,text,86
.text.osiBlockedFifoBytes,text,48
.text.osiBlockedFifoSpace,text,26
.text.osiBlockedFifoGet,text,174
.text.osiBlockedFifoPut,text,238
.text.osiBlockedFifoPutRequest,text,164
.text.osiBlockedFifoPutDone,text,78
.text.osiBlockedFifoGetRequest,text,52
.text.osiBlockedFifoGetBlockDone,text,90
.text._findHandler,text,36
.text.osiEventHubCreate,text,32
.text.osiEventHubRegister,text,112
.text.osiEventHubVBatchRegister,text,128
.text.osiEventHubRun,text,34
.text.osiEventDispatchCreate,text,34
.text.osiEventDispatchRegister,text,144
.text.osiEventDispatchRun,text,88
.rodata.osiEventDispatchRegister.str1.1,rodata,20
.rodata.osiEventHubRegister.str1.1,rodata,24
.rodata.osiEventHubVBatchRegister.str1.1,rodata,27
.text._peekInternal,text,64
.text.osiFifoInit,text,28
.text.osiFifoPut,text,104
.text.osiFifoSkipBytes,text,40
.text.osiFifoGet,text,56
.text.osiFifoPeek,text,50
.text.osiFifoReset,text,26
.text.osiFifoSearch,text,82
.text.osiHdlcDecodeInit,text,26
.text.osiHdlcDecodeReset,text,10
.text.osiHdlcDecodeChangeBuf,text,38
.text.osiHdlcDecodePush,text,228
.text.osiHdlcDecodeGetState,text,12
.text.osiHdlcDecodeFetchPacket,text,30
.text.osiHdlcDecodeGetData,text,10
.text.osiHdlcEncodeMultiLen,text,88
.text.osiHdlcEncodeMulti,text,142
.text.osiHdlcEncodeLen,text,56
.text.osiHdlcEncode,text,90
.text.prvSend,text,22
.text.osiLineCacheCreate,text,56
.text.osiLineCacheWrite,text,96
.text.osiLineCacheFlush,text,26
.text.prvParamCount,text,48
.text.prvParamBuf,text,196
.text.prvTraceEx,text,176
.text.prvTraceIdEx,text,168
.text.osiTraceEx,text,36
.text.osiTraceIdEx,text,36
.text.osiTraceVprintf,text,676
.text.osiTracePrintf,text,36
.text.osiTraceRawSend,text,112
.text.SCI_TraceCapData,text,12
.rodata.parbufsize.47531,rodata,24
.rodata.parcount.47530,rodata,24
.rodata.prvParamBuf.str1.1,rodata,7
.rodata.gOsiMemRecordCount,rodata,4
.text.osiMemRecyclerCreate,text,26
.text.osiMemRecyclerEmpty,text,36
.text.osiMemRecyclerPut,text,66
.text.osiOrderListCreate,text,50
.text.osiOrderListDelete,text,8
.text.osiOrderListLowerBound,text,68
.text.osiOrderListInsert,text,266
.text.osiOrderListUpperBound,text,68
.text.osiOrderListFindLE,text,46
.text.osiUintCompare,text,22
.text.osiPipeDataEnd,text,8
.text.osiPipeCreate,text,86
.text.osiPipeDelete,text,30
.text.osiPipeReset,text,32
.text.osiPipeStop,text,36
.text.osiPipeIsStopped,text,8
.text.osiPipeSetEof,text,36
.text.osiPipeIsEof,text,4
.text.osiPipeSetWriterCallback,text,10
.text.osiPipeSetReaderCallback,text,10
.text.osiPipeRead,text,184
.text.osiPipeWrite,text,154
.text.osiPipeReadAll,text,116
.text.osiPipeWriteAll,text,108
.text.osiPipeReadAvail,text,30
.text.osiPipeWriteAvail,text,34
.text.osiPipeWaitReadAvail,text,82
.text.osiPipeWaitWriteAvail,text,76
.text.osiTraceBufInit,text,128
.text.osiTraceBufPutPacket,text,92
.text.osiTraceBufPacketFinished,text,56
.text.osiTraceBufFetch,text,68
.text.osiTraceBufHandled,text,88
.text.osiTraceDataSize,text,16
.text.osiTraceSetDebugPort,text,12
.text.osiTraceSetEnable,text,32
.text.osiUintIdCompare,text,22
.text.osiVsmapBsearch,text,40
.text.osiVsmapFindByIStr,text,36
.text.osiVsmapFindByVal,text,28
.text.osiVsmapFindStr,text,16
.text.osiIsUintInList,text,28
.text.osiIsUintInRange,text,18
.text.osiIsUintInRanges,text,38
.text.osiIsIntInRange,text,18
.text.osiIsInt64InRange,text,28
.text._wqThreadEntry,text,156
.text.osiWorkCreate,text,32
.text.osiWorkDelete,text,52
.text.osiWorkResetCallback,text,36
.text.osiWorkEnqueue,text,78
.text.osiWorkEnqueueLast,text,74
.text.osiWorkCancel,text,46
.text.osiWorkWaitFinish,text,84
.text.osiWorkFunction,text,6
.text.osiWorkContext,text,6
.text.osiWorkQueueCreate,text,120
.text.osiWorkQueueDelete,text,34
.text.osiSysWorkQueueHighPriority,text,12
.text.osiSysWorkQueueLowPriority,text,12
.text.osiSysWorkQueueFileWrite,text,12
.text.osiSysWorkQueueInit,text,96
.text.osiNotifyCreate,text,36
.text.osiNotifyDelete,text,40
.text.osiNotifyTrigger,text,58
.text.osiNotifyCancel,text,26
.rodata.osiSysWorkQueueInit.str1.1,rodata,18
.text.aud_SetAudDeviceCFG,text,72
.text.DM_StartAudioEx,text,48
.text.DM_RestartAudioEx,text,48
.text.DM_StopAudioEx,text,48
.text.DM_PlayToneEx,text,52
.text.DM_StopToneEx,text,48
.text.hal_zspVoiceRecordStart,text,48
.text.hal_zspVoiceRecordStop,text,48
.text.DM_AudStreamStart,text,84
.text.DM_AudStreamStop,text,48
.text.DM_AudSetup,text,64
.text.DM_AudStreamRecord,text,84
.text.DM_VoisSetCfg,text,100
.text.DM_ZspMusicPlayStart,text,48
.text.DM_ZspMusicPlayStop,text,48
.text.aud_SetSharkingMode,text,44
.text.aud_bbatPcmBufferPlayStart,text,128
.text.aud_bbatPcmBufferPlayStop,text,48
.text.hal_zspVoicePlayStart,text,48
.text.hal_zspVoicePlayStop,text,48
.text.hal_btVoiceStart,text,48
.text.hal_btVoiceStop,text,48
.text.RPC_AUD_ToneStopEnd,text,4
.text.RPC_AUD_SetCodecOpStatus,text,6
.text._taskWrite,text,2
.text._taskEntry,text,20
.text._notify,text,68
.text.rpcChannelOpen,text,132
.text.rpcSendCall,text,160
.text.rpcUnpackPointerEvent,text,124
.text.rpcRouteEvent,text,46
.text._taskRead,text,436
.text.rpcRegisterEvents,text,112
.rodata._notify.str1.1,rodata,17
.rodata._taskRead.str1.1,rodata,205
.rodata.rpcChannelOpen.str1.1,rodata,21
.rodata.rpcSendCall.str1.1,rodata,68
.rodata.rpcUnpackPointerEvent.str1.1,rodata,48
.text._tagCompare,text,20
.text.rpcFindFunctionByTag,text,36
.text.rpcFindEventUnpacker,text,36
.text.rpcFindNameByTag,text,44
.rodata.gApiNameTable,rodata,5136
.rodata.gRpcApiTable,rodata,176
.rodata.gRpcEventRecvTable,rodata,336
.rodata.rpcFindNameByTag.str1.1,rodata,1
.text.rpcHelloOnAP,text,28
.text.RPC_rpcHelloOnAP,text,14
.rodata.rpcHelloOnAP.str1.1,rodata,27
.text.aes_setkey_enc,text,500
.text.aes_setkey_dec,text,224
.text.aes_crypt_ecb,text,1372
.text.mpi_init,text,36
.text.mpi_free,text,64
.text.mpi_grow,text,80
.text.mpi_copy,text,84
.text.mpi_lset,text,56
.text.mpi_msb,text,46
.text.mpi_size,text,12
.text.mpi_read_binary,text,98
.text.mpi_write_binary,text,72
.text.mpi_shift_l,text,164
.text.mpi_shift_r,text,120
.text.mpi_cmp_abs,text,110
.text.mpi_cmp_mpi,text,142
.text.mpi_cmp_int,text,44
.text.mpi_add_abs,text,190
.text.mpi_sub_abs,text,126
.text.mpi_add_mpi,text,66
.text.mpi_sub_mpi,text,68
.text.mpi_add_int,text,44
.text.mpi_mul_mpi,text,216
.text.mpi_mul_int,text,26
.text.mpi_read_string,text,268
.text.mpi_div_mpi,text,908
.text.mpi_mod_mpi,text,80
.text.mpi_exp_mod,text,894
.text.rsa_init,text,34
.text.rsa_public,text,140
.text.rsa_private,text,250
.text.rsa_pkcs1_encrypt,text,152
.text.rsa_pkcs1_decrypt,text,124
.text.rsa_pkcs1_verify,text,296
.text.sha1_process,text,3940
.text.sha1_update.part.0,text,116
.text.sha1_starts,text,52
.text.sha1_update,text,10
.text.sha1_finish,text,196
.text.sha1,text,36
.rodata.sha1_padding,rodata,64
.text.sha2_process,text,7040
.text.sha2_update.part.0,text,116
.text.sha2_starts,text,164
.text.sha2_update,text,10
.text.sha2_finish,text,260
.text.sha2,text,40
.rodata.sha2_padding,rodata,64
.text.prvSimlock_ReadKeys,text,38
.text.simlockWritePublicKey,text,42
.text.simlockReadDataSize,text,68
.text.simlockReadData,text,36
.text.simlockWriteDataAndSize,text,40
.text.simlockWriteDummy,text,40
.text.simlockReadDummy,text,36
.text.simlockWriteEncryptUserData,text,36
.text.simlockReadEncryptUserData,text,36
.text.simlockWriteDataSignature,text,38
.text.simlockGetRsaPubkey,text,164
.text.simlockWriteKeys,text,38
.text.simlockSHA,text,208
.text.prvEfuseGetUid,text,64
.text.simlockGetUid,text,42
.text.simlockDataVerify,text,452
.rodata.__FUNCTION__.8826,rodata,11
.rodata.__FUNCTION__.8844,rodata,18
.rodata.simlockDataVerify.str1.1,rodata,327
.rodata.simlockGetRsaPubkey.str1.1,rodata,55
.rodata.simlockReadDataSize.str1.1,rodata,51
.rodata.simlockSHA.str1.1,rodata,63
.text.simlockAesEncrypt,text,144
.text.simlockAesDecrypt,text,144
.rodata.simlockAesDecrypt.str1.1,rodata,51
.rodata.simlockAesEncrypt.str1.1,rodata,50
.text.simlockStorageRead,text,160
.text.simlockStorageWrite,text,144
.text.simlockStorageInit,text,116
.rodata.simlockDumpFile.str1.1,rodata,71
.rodata.simlockStorageInit.str1.1,rodata,92
.rodata.simlockStorageRead.str1.1,rodata,82
